time,product_id,TRSY1_size,TRSY2_size,TRSY3_size,total_size
2022-Dec-18 08:12:49.013,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:49.326,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:49.640,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:49.957,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:50.269,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:50.585,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:50.908,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:51.228,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:51.548,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:51.868,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:52.180,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:52.491,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:52.812,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:53.123,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:53.440,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:53.765,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:54.085,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:54.406,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:54.723,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:55.048,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:55.360,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:55.681,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:56.002,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:56.319,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:56.640,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:56.960,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:57.281,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:57.604,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:57.931,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:12:58.248,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:12:58.567,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:12:58.881,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:12:59.206,91282CFY2,-6000000,0,6000000,0
2022-Dec-18 08:12:59.524,91282CFY2,-6000000,0,5000000,-1000000
2022-Dec-18 08:12:59.836,91282CFY2,-5000000,0,5000000,0
2022-Dec-18 08:13:00.156,91282CFY2,-5000000,-1000000,5000000,-1000000
2022-Dec-18 08:13:00.475,91282CFY2,-5000000,-1000000,6000000,0
2022-Dec-18 08:13:00.790,91282CFY2,-6000000,-1000000,6000000,-1000000
2022-Dec-18 08:13:01.098,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:01.412,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:01.727,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:02.051,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:02.365,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:02.677,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:03.001,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:03.315,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:03.634,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:03.951,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:04.267,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:04.581,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:04.894,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:05.211,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:05.530,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:05.849,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:06.166,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:06.474,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:06.792,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:07.108,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:07.430,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:07.746,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:08.069,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:08.388,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:08.710,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:09.029,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:09.351,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:09.671,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:09.990,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:10.305,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:10.626,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:10.941,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:11.268,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:11.585,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:11.901,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:12.214,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:12.529,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:12.847,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:13.168,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:13.485,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:13.810,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:14.123,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:14.437,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:14.748,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:15.071,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:15.391,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:15.706,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:16.016,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:16.337,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:16.656,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:16.974,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:17.290,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:17.609,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:17.920,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:18.244,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:18.567,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:18.886,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:19.199,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:19.517,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:19.836,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:20.161,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:20.473,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:20.794,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:21.111,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:21.431,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:21.751,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:22.067,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:22.386,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:22.703,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:23.026,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:23.344,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:23.669,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:23.985,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:24.302,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:24.617,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:24.941,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:25.264,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:25.589,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:25.903,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:26.223,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:26.540,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:26.856,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:27.174,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:27.494,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:27.810,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:28.123,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:28.443,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:28.764,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:29.085,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:29.402,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:29.724,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:30.040,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:30.356,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:30.676,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:30.992,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:31.309,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:31.627,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:31.943,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:32.264,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:32.586,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:32.901,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:33.208,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:33.525,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:33.841,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:34.159,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:34.476,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:34.796,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:35.109,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:35.425,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:35.736,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:36.059,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:36.384,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:36.704,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:37.027,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:37.346,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:37.668,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:37.989,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:38.301,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:38.617,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:38.936,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:39.256,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:39.572,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:39.892,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:40.213,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:40.534,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:40.847,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:41.162,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:41.480,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:41.801,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:42.122,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:42.442,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:42.759,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:43.074,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:43.397,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:43.719,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:44.041,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:44.362,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:44.683,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:45.001,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:45.320,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:45.641,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:45.964,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:46.272,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:46.591,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:46.904,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:47.224,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:47.548,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:47.872,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:48.190,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:48.504,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:48.817,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:49.132,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:49.447,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:49.766,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:50.081,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:50.397,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:50.712,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:51.033,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:51.349,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:51.662,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:51.975,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:52.297,91282CFV8,6000000,-6000000,0,0
2022-Dec-18 08:13:52.616,91282CFV8,6000000,-5000000,0,1000000
2022-Dec-18 08:13:52.929,91282CFV8,6000000,-5000000,-1000000,0
2022-Dec-18 08:13:53.250,91282CFV8,7000000,-5000000,-1000000,1000000
2022-Dec-18 08:13:53.569,91282CFV8,7000000,-6000000,-1000000,0
2022-Dec-18 08:13:53.890,91282CFV8,7000000,-6000000,0,1000000
2022-Dec-18 08:13:54.212,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:13:54.523,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:13:54.840,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:13:55.161,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:13:55.482,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:13:55.796,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:13:56.103,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:13:56.417,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:13:56.732,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:13:57.039,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:13:57.350,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:13:57.666,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:13:57.989,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:13:58.301,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:13:58.609,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:13:58.921,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:13:59.240,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:13:59.555,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:13:59.872,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:00.194,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:00.510,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:00.823,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:01.137,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:01.450,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:01.769,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:02.083,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:02.400,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:02.721,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:03.039,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:03.355,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:03.673,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:03.992,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:04.314,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:04.632,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:04.947,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:05.263,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:05.579,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:05.897,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:06.217,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:06.535,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:06.849,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:07.160,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:07.474,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:07.794,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:08.109,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:08.421,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:08.738,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:09.056,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:09.372,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:09.693,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:10.001,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:10.312,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:10.633,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:10.948,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:11.271,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:11.590,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:11.913,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:12.234,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:12.557,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:12.875,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:13.193,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:13.508,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:13.829,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:14.149,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:14.465,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:14.779,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:15.097,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:15.420,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:15.737,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:16.058,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:16.371,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:16.695,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:17.018,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:17.337,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:17.653,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:17.967,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:18.284,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:18.603,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:18.923,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:19.245,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:19.571,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:19.887,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:20.206,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:20.529,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:20.846,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:21.162,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:21.475,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:21.798,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:22.105,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:22.419,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:22.738,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:23.054,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:23.370,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:23.684,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:24.006,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:24.321,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:24.638,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:24.961,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:25.279,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:25.599,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:25.916,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:26.233,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:26.551,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:26.875,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:27.193,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:27.510,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:27.828,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:28.145,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:28.463,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:28.782,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:29.096,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:29.415,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:29.728,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:30.049,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:30.365,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:30.684,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:31.002,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:31.321,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:31.639,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:31.957,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:32.274,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:32.596,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:32.920,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:33.237,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:33.550,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:33.870,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:34.188,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:34.509,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:34.834,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:35.151,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:35.469,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:35.787,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:36.103,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:36.420,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:36.735,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:37.054,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:37.376,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:37.698,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:38.017,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:38.338,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:38.655,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:38.969,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:39.292,912810TM0,0,6000000,-7000000,-1000000
2022-Dec-18 08:14:39.616,912810TM0,0,6000000,-6000000,0
2022-Dec-18 08:14:39.929,912810TM0,-1000000,6000000,-6000000,-1000000
2022-Dec-18 08:14:40.246,912810TM0,-1000000,7000000,-6000000,0
2022-Dec-18 08:14:40.566,912810TM0,-1000000,7000000,-7000000,-1000000
2022-Dec-18 08:14:40.883,912810TM0,0,7000000,-7000000,0
2022-Dec-18 08:14:41.201,912810TM0,0,6000000,-7000000,-1000000
