time,product_id,bid_price,bid_visible_quantity,bid_hidden_quantity,offer_price,offer_visible_quantity,offer_hidden_quantity
2022-Dec-18 08:24:20.135,91282CFX4,100.824219,2000000,4000000,100.839844,2000000,4000000
2022-Dec-18 08:24:20.189,91282CFX4,100.824219,1000000,2000000,100.832031,1000000,2000000
2022-Dec-18 08:24:20.239,91282CFX4,100.816406,2000000,4000000,100.832031,2000000,4000000
2022-Dec-18 08:24:20.289,91282CFX4,100.816406,1000000,2000000,100.824219,1000000,2000000
2022-Dec-18 08:24:20.339,91282CFX4,100.808594,2000000,4000000,100.824219,2000000,4000000
2022-Dec-18 08:24:20.394,91282CFX4,100.808594,1000000,2000000,100.816406,1000000,2000000
2022-Dec-18 08:24:20.448,91282CFX4,100.800781,2000000,4000000,100.816406,2000000,4000000
2022-Dec-18 08:24:20.498,91282CFX4,100.800781,1000000,2000000,100.808594,1000000,2000000
2022-Dec-18 08:24:20.548,91282CFX4,100.792969,2000000,4000000,100.808594,2000000,4000000
2022-Dec-18 08:24:20.602,91282CFX4,100.792969,1000000,2000000,100.800781,1000000,2000000
2022-Dec-18 08:24:20.652,91282CFX4,100.785156,2000000,4000000,100.800781,2000000,4000000
2022-Dec-18 08:24:20.703,91282CFX4,100.785156,1000000,2000000,100.792969,1000000,2000000
2022-Dec-18 08:24:20.754,91282CFX4,100.777344,2000000,4000000,100.792969,2000000,4000000
2022-Dec-18 08:24:20.804,91282CFX4,100.777344,1000000,2000000,100.785156,1000000,2000000
2022-Dec-18 08:24:20.854,91282CFX4,100.769531,2000000,4000000,100.785156,2000000,4000000
2022-Dec-18 08:24:20.905,91282CFX4,100.769531,1000000,2000000,100.777344,1000000,2000000
2022-Dec-18 08:24:20.955,91282CFX4,100.761719,2000000,4000000,100.777344,2000000,4000000
2022-Dec-18 08:24:21.008,91282CFX4,100.761719,1000000,2000000,100.769531,1000000,2000000
2022-Dec-18 08:24:21.062,91282CFX4,100.753906,2000000,4000000,100.769531,2000000,4000000
2022-Dec-18 08:24:21.112,91282CFX4,100.753906,1000000,2000000,100.761719,1000000,2000000
2022-Dec-18 08:24:21.166,91282CFX4,100.746094,2000000,4000000,100.761719,2000000,4000000
2022-Dec-18 08:24:21.219,91282CFX4,100.746094,1000000,2000000,100.753906,1000000,2000000
2022-Dec-18 08:24:21.270,91282CFX4,100.738281,2000000,4000000,100.753906,2000000,4000000
2022-Dec-18 08:24:21.324,91282CFX4,100.738281,1000000,2000000,100.746094,1000000,2000000
2022-Dec-18 08:24:21.374,91282CFX4,100.730469,2000000,4000000,100.746094,2000000,4000000
2022-Dec-18 08:24:21.428,91282CFX4,100.730469,1000000,2000000,100.738281,1000000,2000000
2022-Dec-18 08:24:21.481,91282CFX4,100.722656,2000000,4000000,100.738281,2000000,4000000
2022-Dec-18 08:24:21.531,91282CFX4,100.722656,1000000,2000000,100.730469,1000000,2000000
2022-Dec-18 08:24:21.585,91282CFX4,100.714844,2000000,4000000,100.730469,2000000,4000000
2022-Dec-18 08:24:21.637,91282CFX4,100.714844,1000000,2000000,100.722656,1000000,2000000
2022-Dec-18 08:24:21.692,91282CFX4,100.707031,2000000,4000000,100.722656,2000000,4000000
2022-Dec-18 08:24:21.746,91282CFX4,100.707031,1000000,2000000,100.714844,1000000,2000000
2022-Dec-18 08:24:21.799,91282CFX4,100.699219,2000000,4000000,100.714844,2000000,4000000
2022-Dec-18 08:24:21.854,91282CFX4,100.699219,1000000,2000000,100.707031,1000000,2000000
2022-Dec-18 08:24:21.904,91282CFX4,100.691406,2000000,4000000,100.707031,2000000,4000000
2022-Dec-18 08:24:21.960,91282CFX4,100.691406,1000000,2000000,100.699219,1000000,2000000
2022-Dec-18 08:24:22.013,91282CFX4,100.683594,2000000,4000000,100.699219,2000000,4000000
2022-Dec-18 08:24:22.064,91282CFX4,100.683594,1000000,2000000,100.691406,1000000,2000000
2022-Dec-18 08:24:22.118,91282CFX4,100.675781,2000000,4000000,100.691406,2000000,4000000
2022-Dec-18 08:24:22.169,91282CFX4,100.675781,1000000,2000000,100.683594,1000000,2000000
2022-Dec-18 08:24:22.224,91282CFX4,100.667969,2000000,4000000,100.683594,2000000,4000000
2022-Dec-18 08:24:22.277,91282CFX4,100.667969,1000000,2000000,100.675781,1000000,2000000
2022-Dec-18 08:24:22.331,91282CFX4,100.660156,2000000,4000000,100.675781,2000000,4000000
2022-Dec-18 08:24:22.385,91282CFX4,100.660156,1000000,2000000,100.667969,1000000,2000000
2022-Dec-18 08:24:22.436,91282CFX4,100.652344,2000000,4000000,100.667969,2000000,4000000
2022-Dec-18 08:24:22.486,91282CFX4,100.652344,1000000,2000000,100.660156,1000000,2000000
2022-Dec-18 08:24:22.539,91282CFX4,100.644531,2000000,4000000,100.660156,2000000,4000000
2022-Dec-18 08:24:22.590,91282CFX4,100.644531,1000000,2000000,100.652344,1000000,2000000
2022-Dec-18 08:24:22.640,91282CFX4,100.636719,2000000,4000000,100.652344,2000000,4000000
2022-Dec-18 08:24:22.690,91282CFX4,100.636719,1000000,2000000,100.644531,1000000,2000000
2022-Dec-18 08:24:22.745,91282CFX4,100.628906,2000000,4000000,100.644531,2000000,4000000
2022-Dec-18 08:24:22.797,91282CFX4,100.628906,1000000,2000000,100.636719,1000000,2000000
2022-Dec-18 08:24:22.848,91282CFX4,100.621094,2000000,4000000,100.636719,2000000,4000000
2022-Dec-18 08:24:22.899,91282CFX4,100.621094,1000000,2000000,100.628906,1000000,2000000
2022-Dec-18 08:24:22.952,91282CFX4,100.613281,2000000,4000000,100.628906,2000000,4000000
2022-Dec-18 08:24:23.004,91282CFX4,100.613281,1000000,2000000,100.621094,1000000,2000000
2022-Dec-18 08:24:23.055,91282CFX4,100.605469,2000000,4000000,100.621094,2000000,4000000
2022-Dec-18 08:24:23.110,91282CFX4,100.605469,1000000,2000000,100.613281,1000000,2000000
2022-Dec-18 08:24:23.162,91282CFX4,100.597656,2000000,4000000,100.613281,2000000,4000000
2022-Dec-18 08:24:23.213,91282CFX4,100.597656,1000000,2000000,100.605469,1000000,2000000
2022-Dec-18 08:24:23.263,91282CFX4,100.589844,2000000,4000000,100.605469,2000000,4000000
2022-Dec-18 08:24:23.314,91282CFX4,100.589844,1000000,2000000,100.597656,1000000,2000000
2022-Dec-18 08:24:23.368,91282CFX4,100.582031,2000000,4000000,100.597656,2000000,4000000
2022-Dec-18 08:24:23.419,91282CFX4,100.582031,1000000,2000000,100.589844,1000000,2000000
2022-Dec-18 08:24:23.474,91282CFX4,100.574219,2000000,4000000,100.589844,2000000,4000000
2022-Dec-18 08:24:23.524,91282CFX4,100.574219,1000000,2000000,100.582031,1000000,2000000
2022-Dec-18 08:24:23.574,91282CFX4,100.566406,2000000,4000000,100.582031,2000000,4000000
2022-Dec-18 08:24:23.627,91282CFX4,100.566406,1000000,2000000,100.574219,1000000,2000000
2022-Dec-18 08:24:23.681,91282CFX4,100.558594,2000000,4000000,100.574219,2000000,4000000
2022-Dec-18 08:24:23.734,91282CFX4,100.558594,1000000,2000000,100.566406,1000000,2000000
2022-Dec-18 08:24:23.789,91282CFX4,100.550781,2000000,4000000,100.566406,2000000,4000000
2022-Dec-18 08:24:23.839,91282CFX4,100.550781,1000000,2000000,100.558594,1000000,2000000
2022-Dec-18 08:24:23.894,91282CFX4,100.542969,2000000,4000000,100.558594,2000000,4000000
2022-Dec-18 08:24:23.948,91282CFX4,100.542969,1000000,2000000,100.550781,1000000,2000000
2022-Dec-18 08:24:24.002,91282CFX4,100.535156,2000000,4000000,100.550781,2000000,4000000
2022-Dec-18 08:24:24.056,91282CFX4,100.535156,1000000,2000000,100.542969,1000000,2000000
2022-Dec-18 08:24:24.110,91282CFX4,100.527344,2000000,4000000,100.542969,2000000,4000000
2022-Dec-18 08:24:24.165,91282CFX4,100.527344,1000000,2000000,100.535156,1000000,2000000
2022-Dec-18 08:24:24.216,91282CFX4,100.519531,2000000,4000000,100.535156,2000000,4000000
2022-Dec-18 08:24:24.266,91282CFX4,100.519531,1000000,2000000,100.527344,1000000,2000000
2022-Dec-18 08:24:24.319,91282CFX4,100.511719,2000000,4000000,100.527344,2000000,4000000
2022-Dec-18 08:24:24.370,91282CFX4,100.511719,1000000,2000000,100.519531,1000000,2000000
2022-Dec-18 08:24:24.425,91282CFX4,100.503906,2000000,4000000,100.519531,2000000,4000000
2022-Dec-18 08:24:24.477,91282CFX4,100.503906,1000000,2000000,100.511719,1000000,2000000
2022-Dec-18 08:24:24.529,91282CFX4,100.496094,2000000,4000000,100.511719,2000000,4000000
2022-Dec-18 08:24:24.579,91282CFX4,100.496094,1000000,2000000,100.503906,1000000,2000000
2022-Dec-18 08:24:24.632,91282CFX4,100.488281,2000000,4000000,100.503906,2000000,4000000
2022-Dec-18 08:24:24.683,91282CFX4,100.488281,1000000,2000000,100.496094,1000000,2000000
2022-Dec-18 08:24:24.733,91282CFX4,100.480469,2000000,4000000,100.496094,2000000,4000000
2022-Dec-18 08:24:24.785,91282CFX4,100.480469,1000000,2000000,100.488281,1000000,2000000
2022-Dec-18 08:24:24.837,91282CFX4,100.472656,2000000,4000000,100.488281,2000000,4000000
2022-Dec-18 08:24:24.891,91282CFX4,100.472656,1000000,2000000,100.480469,1000000,2000000
2022-Dec-18 08:24:24.943,91282CFX4,100.464844,2000000,4000000,100.480469,2000000,4000000
2022-Dec-18 08:24:24.997,91282CFX4,100.464844,1000000,2000000,100.472656,1000000,2000000
2022-Dec-18 08:24:25.049,91282CFX4,100.457031,2000000,4000000,100.472656,2000000,4000000
2022-Dec-18 08:24:25.100,91282CFX4,100.457031,1000000,2000000,100.464844,1000000,2000000
2022-Dec-18 08:24:25.151,91282CFX4,100.449219,2000000,4000000,100.464844,2000000,4000000
2022-Dec-18 08:24:25.204,91282CFX4,100.449219,1000000,2000000,100.457031,1000000,2000000
2022-Dec-18 08:24:25.257,91282CFX4,100.441406,2000000,4000000,100.457031,2000000,4000000
2022-Dec-18 08:24:25.310,91282CFX4,100.441406,1000000,2000000,100.449219,1000000,2000000
2022-Dec-18 08:24:25.362,91282CFX4,100.433594,2000000,4000000,100.449219,2000000,4000000
2022-Dec-18 08:24:25.416,91282CFX4,100.433594,1000000,2000000,100.441406,1000000,2000000
2022-Dec-18 08:24:25.466,91282CFX4,100.425781,2000000,4000000,100.441406,2000000,4000000
2022-Dec-18 08:24:25.518,91282CFX4,100.425781,1000000,2000000,100.433594,1000000,2000000
2022-Dec-18 08:24:25.569,91282CFX4,100.417969,2000000,4000000,100.433594,2000000,4000000
2022-Dec-18 08:24:25.620,91282CFX4,100.417969,1000000,2000000,100.425781,1000000,2000000
2022-Dec-18 08:24:25.670,91282CFX4,100.410156,2000000,4000000,100.425781,2000000,4000000
2022-Dec-18 08:24:25.721,91282CFX4,100.410156,1000000,2000000,100.417969,1000000,2000000
2022-Dec-18 08:24:25.772,91282CFX4,100.402344,2000000,4000000,100.417969,2000000,4000000
2022-Dec-18 08:24:25.825,91282CFX4,100.402344,1000000,2000000,100.410156,1000000,2000000
2022-Dec-18 08:24:25.879,91282CFX4,100.394531,2000000,4000000,100.410156,2000000,4000000
2022-Dec-18 08:24:25.933,91282CFX4,100.394531,1000000,2000000,100.402344,1000000,2000000
2022-Dec-18 08:24:25.986,91282CFX4,100.386719,2000000,4000000,100.402344,2000000,4000000
2022-Dec-18 08:24:26.037,91282CFX4,100.386719,1000000,2000000,100.394531,1000000,2000000
2022-Dec-18 08:24:26.090,91282CFX4,100.378906,2000000,4000000,100.394531,2000000,4000000
2022-Dec-18 08:24:26.141,91282CFX4,100.378906,1000000,2000000,100.386719,1000000,2000000
2022-Dec-18 08:24:26.191,91282CFX4,100.371094,2000000,4000000,100.386719,2000000,4000000
2022-Dec-18 08:24:26.242,91282CFX4,100.371094,1000000,2000000,100.378906,1000000,2000000
2022-Dec-18 08:24:26.296,91282CFX4,100.363281,2000000,4000000,100.378906,2000000,4000000
2022-Dec-18 08:24:26.349,91282CFX4,100.363281,1000000,2000000,100.371094,1000000,2000000
2022-Dec-18 08:24:26.399,91282CFX4,100.355469,2000000,4000000,100.371094,2000000,4000000
2022-Dec-18 08:24:26.452,91282CFX4,100.355469,1000000,2000000,100.363281,1000000,2000000
2022-Dec-18 08:24:26.503,91282CFX4,100.347656,2000000,4000000,100.363281,2000000,4000000
2022-Dec-18 08:24:26.557,91282CFX4,100.347656,1000000,2000000,100.355469,1000000,2000000
2022-Dec-18 08:24:26.610,91282CFX4,100.339844,2000000,4000000,100.355469,2000000,4000000
2022-Dec-18 08:24:26.662,91282CFX4,100.339844,1000000,2000000,100.347656,1000000,2000000
2022-Dec-18 08:24:26.716,91282CFX4,100.332031,2000000,4000000,100.347656,2000000,4000000
2022-Dec-18 08:24:26.766,91282CFX4,100.332031,1000000,2000000,100.339844,1000000,2000000
2022-Dec-18 08:24:26.818,91282CFX4,100.324219,2000000,4000000,100.339844,2000000,4000000
2022-Dec-18 08:24:26.870,91282CFX4,100.324219,1000000,2000000,100.332031,1000000,2000000
2022-Dec-18 08:24:26.920,91282CFX4,100.316406,2000000,4000000,100.332031,2000000,4000000
2022-Dec-18 08:24:26.974,91282CFX4,100.316406,1000000,2000000,100.324219,1000000,2000000
2022-Dec-18 08:24:27.025,91282CFX4,100.308594,2000000,4000000,100.324219,2000000,4000000
2022-Dec-18 08:24:27.079,91282CFX4,100.308594,1000000,2000000,100.316406,1000000,2000000
2022-Dec-18 08:24:27.133,91282CFX4,100.300781,2000000,4000000,100.316406,2000000,4000000
2022-Dec-18 08:24:27.184,91282CFX4,100.300781,1000000,2000000,100.308594,1000000,2000000
2022-Dec-18 08:24:27.237,91282CFX4,100.292969,2000000,4000000,100.308594,2000000,4000000
2022-Dec-18 08:24:27.290,91282CFX4,100.292969,1000000,2000000,100.300781,1000000,2000000
2022-Dec-18 08:24:27.343,91282CFX4,100.285156,2000000,4000000,100.300781,2000000,4000000
2022-Dec-18 08:24:27.396,91282CFX4,100.285156,1000000,2000000,100.292969,1000000,2000000
2022-Dec-18 08:24:27.449,91282CFX4,100.277344,2000000,4000000,100.292969,2000000,4000000
2022-Dec-18 08:24:27.502,91282CFX4,100.277344,1000000,2000000,100.285156,1000000,2000000
2022-Dec-18 08:24:27.552,91282CFX4,100.269531,2000000,4000000,100.285156,2000000,4000000
2022-Dec-18 08:24:27.603,91282CFX4,100.269531,1000000,2000000,100.277344,1000000,2000000
2022-Dec-18 08:24:27.657,91282CFX4,100.261719,2000000,4000000,100.277344,2000000,4000000
2022-Dec-18 08:24:27.711,91282CFX4,100.261719,1000000,2000000,100.269531,1000000,2000000
2022-Dec-18 08:24:27.762,91282CFX4,100.253906,2000000,4000000,100.269531,2000000,4000000
2022-Dec-18 08:24:27.815,91282CFX4,100.253906,1000000,2000000,100.261719,1000000,2000000
2022-Dec-18 08:24:27.870,91282CFX4,100.246094,2000000,4000000,100.261719,2000000,4000000
2022-Dec-18 08:24:27.922,91282CFX4,100.246094,1000000,2000000,100.253906,1000000,2000000
2022-Dec-18 08:24:27.974,91282CFX4,100.238281,2000000,4000000,100.253906,2000000,4000000
2022-Dec-18 08:24:28.026,91282CFX4,100.238281,1000000,2000000,100.246094,1000000,2000000
2022-Dec-18 08:24:28.079,91282CFX4,100.230469,2000000,4000000,100.246094,2000000,4000000
2022-Dec-18 08:24:28.132,91282CFX4,100.230469,1000000,2000000,100.238281,1000000,2000000
2022-Dec-18 08:24:28.184,91282CFX4,100.222656,2000000,4000000,100.238281,2000000,4000000
2022-Dec-18 08:24:28.235,91282CFX4,100.222656,1000000,2000000,100.230469,1000000,2000000
2022-Dec-18 08:24:28.288,91282CFX4,100.214844,2000000,4000000,100.230469,2000000,4000000
2022-Dec-18 08:24:28.339,91282CFX4,100.214844,1000000,2000000,100.222656,1000000,2000000
2022-Dec-18 08:24:28.393,91282CFX4,100.207031,2000000,4000000,100.222656,2000000,4000000
2022-Dec-18 08:24:28.446,91282CFX4,100.207031,1000000,2000000,100.214844,1000000,2000000
2022-Dec-18 08:24:28.499,91282CFX4,100.199219,2000000,4000000,100.214844,2000000,4000000
2022-Dec-18 08:24:28.552,91282CFX4,100.199219,1000000,2000000,100.207031,1000000,2000000
2022-Dec-18 08:24:28.602,91282CFX4,100.191406,2000000,4000000,100.207031,2000000,4000000
2022-Dec-18 08:24:28.656,91282CFX4,100.191406,1000000,2000000,100.199219,1000000,2000000
2022-Dec-18 08:24:28.710,91282CFX4,100.183594,2000000,4000000,100.199219,2000000,4000000
2022-Dec-18 08:24:28.762,91282CFX4,100.183594,1000000,2000000,100.191406,1000000,2000000
2022-Dec-18 08:24:28.817,91282CFX4,100.175781,2000000,4000000,100.191406,2000000,4000000
2022-Dec-18 08:24:28.868,91282CFX4,100.175781,1000000,2000000,100.183594,1000000,2000000
2022-Dec-18 08:24:28.919,91282CFX4,100.167969,2000000,4000000,100.183594,2000000,4000000
2022-Dec-18 08:24:28.969,91282CFX4,100.167969,1000000,2000000,100.175781,1000000,2000000
2022-Dec-18 08:24:29.020,91282CFX4,100.160156,2000000,4000000,100.175781,2000000,4000000
2022-Dec-18 08:24:29.070,91282CFX4,100.160156,1000000,2000000,100.167969,1000000,2000000
2022-Dec-18 08:24:29.123,91282CFX4,100.152344,2000000,4000000,100.167969,2000000,4000000
2022-Dec-18 08:24:29.177,91282CFX4,100.152344,1000000,2000000,100.160156,1000000,2000000
2022-Dec-18 08:24:29.232,91282CFX4,100.144531,2000000,4000000,100.160156,2000000,4000000
2022-Dec-18 08:24:29.284,91282CFX4,100.144531,1000000,2000000,100.152344,1000000,2000000
2022-Dec-18 08:24:29.339,91282CFX4,100.136719,2000000,4000000,100.152344,2000000,4000000
2022-Dec-18 08:24:29.393,91282CFX4,100.136719,1000000,2000000,100.144531,1000000,2000000
2022-Dec-18 08:24:29.448,91282CFX4,100.128906,2000000,4000000,100.144531,2000000,4000000
2022-Dec-18 08:24:29.503,91282CFX4,100.128906,1000000,2000000,100.136719,1000000,2000000
2022-Dec-18 08:24:29.556,91282CFX4,100.121094,2000000,4000000,100.136719,2000000,4000000
2022-Dec-18 08:24:29.610,91282CFX4,100.121094,1000000,2000000,100.128906,1000000,2000000
2022-Dec-18 08:24:29.660,91282CFX4,100.113281,2000000,4000000,100.128906,2000000,4000000
2022-Dec-18 08:24:29.712,91282CFX4,100.113281,1000000,2000000,100.121094,1000000,2000000
2022-Dec-18 08:24:29.763,91282CFX4,100.105469,2000000,4000000,100.121094,2000000,4000000
2022-Dec-18 08:24:29.818,91282CFX4,100.105469,1000000,2000000,100.113281,1000000,2000000
2022-Dec-18 08:24:29.869,91282CFX4,100.097656,2000000,4000000,100.113281,2000000,4000000
2022-Dec-18 08:24:29.924,91282CFX4,100.097656,1000000,2000000,100.105469,1000000,2000000
2022-Dec-18 08:24:29.976,91282CFX4,100.089844,2000000,4000000,100.105469,2000000,4000000
2022-Dec-18 08:24:30.029,91282CFX4,100.089844,1000000,2000000,100.097656,1000000,2000000
2022-Dec-18 08:24:30.084,91282CFX4,100.082031,2000000,4000000,100.097656,2000000,4000000
2022-Dec-18 08:24:30.134,91282CFX4,100.082031,1000000,2000000,100.089844,1000000,2000000
2022-Dec-18 08:24:30.189,91282CFX4,100.074219,2000000,4000000,100.089844,2000000,4000000
2022-Dec-18 08:24:30.244,91282CFX4,100.074219,1000000,2000000,100.082031,1000000,2000000
2022-Dec-18 08:24:30.297,91282CFX4,100.066406,2000000,4000000,100.082031,2000000,4000000
2022-Dec-18 08:24:30.352,91282CFX4,100.066406,1000000,2000000,100.074219,1000000,2000000
2022-Dec-18 08:24:30.402,91282CFX4,100.058594,2000000,4000000,100.074219,2000000,4000000
2022-Dec-18 08:24:30.452,91282CFX4,100.058594,1000000,2000000,100.066406,1000000,2000000
2022-Dec-18 08:24:30.502,91282CFX4,100.050781,2000000,4000000,100.066406,2000000,4000000
2022-Dec-18 08:24:30.552,91282CFX4,100.050781,1000000,2000000,100.058594,1000000,2000000
2022-Dec-18 08:24:30.603,91282CFX4,100.042969,2000000,4000000,100.058594,2000000,4000000
2022-Dec-18 08:24:30.657,91282CFX4,100.042969,1000000,2000000,100.050781,1000000,2000000
2022-Dec-18 08:24:30.707,91282CFX4,100.035156,2000000,4000000,100.050781,2000000,4000000
2022-Dec-18 08:24:30.762,91282CFX4,100.035156,1000000,2000000,100.042969,1000000,2000000
2022-Dec-18 08:24:30.812,91282CFX4,100.027344,2000000,4000000,100.042969,2000000,4000000
2022-Dec-18 08:24:30.863,91282CFX4,100.027344,1000000,2000000,100.035156,1000000,2000000
2022-Dec-18 08:24:30.915,91282CFX4,100.019531,2000000,4000000,100.035156,2000000,4000000
2022-Dec-18 08:24:30.967,91282CFX4,100.019531,1000000,2000000,100.027344,1000000,2000000
2022-Dec-18 08:24:31.018,91282CFX4,100.011719,2000000,4000000,100.027344,2000000,4000000
2022-Dec-18 08:24:31.069,91282CFX4,100.011719,1000000,2000000,100.019531,1000000,2000000
2022-Dec-18 08:24:31.119,91282CFX4,100.003906,2000000,4000000,100.019531,2000000,4000000
2022-Dec-18 08:24:31.170,91282CFX4,100.003906,1000000,2000000,100.011719,1000000,2000000
2022-Dec-18 08:24:31.224,91282CFX4,99.996094,2000000,4000000,100.011719,2000000,4000000
2022-Dec-18 08:24:31.276,91282CFX4,99.996094,1000000,2000000,100.003906,1000000,2000000
2022-Dec-18 08:24:31.328,91282CFX4,99.988281,2000000,4000000,100.003906,2000000,4000000
2022-Dec-18 08:24:31.380,91282CFX4,99.988281,1000000,2000000,99.996094,1000000,2000000
2022-Dec-18 08:24:31.434,91282CFX4,99.980469,2000000,4000000,99.996094,2000000,4000000
2022-Dec-18 08:24:31.488,91282CFX4,99.980469,1000000,2000000,99.988281,1000000,2000000
2022-Dec-18 08:24:31.543,91282CFX4,99.972656,2000000,4000000,99.988281,2000000,4000000
2022-Dec-18 08:24:31.597,91282CFX4,99.972656,1000000,2000000,99.980469,1000000,2000000
2022-Dec-18 08:24:31.649,91282CFX4,99.964844,2000000,4000000,99.980469,2000000,4000000
2022-Dec-18 08:24:31.702,91282CFX4,99.964844,1000000,2000000,99.972656,1000000,2000000
2022-Dec-18 08:24:31.753,91282CFX4,99.957031,2000000,4000000,99.972656,2000000,4000000
2022-Dec-18 08:24:31.807,91282CFX4,99.957031,1000000,2000000,99.964844,1000000,2000000
2022-Dec-18 08:24:31.859,91282CFX4,99.949219,2000000,4000000,99.964844,2000000,4000000
2022-Dec-18 08:24:31.913,91282CFX4,99.949219,1000000,2000000,99.957031,1000000,2000000
2022-Dec-18 08:24:31.963,91282CFX4,99.941406,2000000,4000000,99.957031,2000000,4000000
2022-Dec-18 08:24:32.014,91282CFX4,99.941406,1000000,2000000,99.949219,1000000,2000000
2022-Dec-18 08:24:32.064,91282CFX4,99.933594,2000000,4000000,99.949219,2000000,4000000
2022-Dec-18 08:24:32.116,91282CFX4,99.933594,1000000,2000000,99.941406,1000000,2000000
2022-Dec-18 08:24:32.168,91282CFX4,99.925781,2000000,4000000,99.941406,2000000,4000000
2022-Dec-18 08:24:32.219,91282CFX4,99.925781,1000000,2000000,99.933594,1000000,2000000
2022-Dec-18 08:24:32.279,91282CFX4,99.917969,2000000,4000000,99.933594,2000000,4000000
2022-Dec-18 08:24:32.325,91282CFX4,99.917969,1000000,2000000,99.925781,1000000,2000000
2022-Dec-18 08:24:32.379,91282CFX4,99.910156,2000000,4000000,99.925781,2000000,4000000
2022-Dec-18 08:24:32.434,91282CFX4,99.910156,1000000,2000000,99.917969,1000000,2000000
2022-Dec-18 08:24:32.484,91282CFX4,99.902344,2000000,4000000,99.917969,2000000,4000000
2022-Dec-18 08:24:32.537,91282CFX4,99.902344,1000000,2000000,99.910156,1000000,2000000
2022-Dec-18 08:24:32.589,91282CFX4,99.894531,2000000,4000000,99.910156,2000000,4000000
2022-Dec-18 08:24:32.642,91282CFX4,99.894531,1000000,2000000,99.902344,1000000,2000000
2022-Dec-18 08:24:32.695,91282CFX4,99.886719,2000000,4000000,99.902344,2000000,4000000
2022-Dec-18 08:24:32.751,91282CFX4,99.886719,1000000,2000000,99.894531,1000000,2000000
2022-Dec-18 08:24:32.801,91282CFX4,99.878906,2000000,4000000,99.894531,2000000,4000000
2022-Dec-18 08:24:32.851,91282CFX4,99.878906,1000000,2000000,99.886719,1000000,2000000
2022-Dec-18 08:24:32.902,91282CFX4,99.871094,2000000,4000000,99.886719,2000000,4000000
2022-Dec-18 08:24:32.953,91282CFX4,99.871094,1000000,2000000,99.878906,1000000,2000000
2022-Dec-18 08:24:33.007,91282CFX4,99.863281,2000000,4000000,99.878906,2000000,4000000
2022-Dec-18 08:24:33.059,91282CFX4,99.863281,1000000,2000000,99.871094,1000000,2000000
2022-Dec-18 08:24:33.112,91282CFX4,99.855469,2000000,4000000,99.871094,2000000,4000000
2022-Dec-18 08:24:33.167,91282CFX4,99.855469,1000000,2000000,99.863281,1000000,2000000
2022-Dec-18 08:24:33.219,91282CFX4,99.847656,2000000,4000000,99.863281,2000000,4000000
2022-Dec-18 08:24:33.269,91282CFX4,99.847656,1000000,2000000,99.855469,1000000,2000000
2022-Dec-18 08:24:33.321,91282CFX4,99.839844,2000000,4000000,99.855469,2000000,4000000
2022-Dec-18 08:24:33.376,91282CFX4,99.839844,1000000,2000000,99.847656,1000000,2000000
2022-Dec-18 08:24:33.429,91282CFX4,99.832031,2000000,4000000,99.847656,2000000,4000000
2022-Dec-18 08:24:33.484,91282CFX4,99.832031,1000000,2000000,99.839844,1000000,2000000
2022-Dec-18 08:24:33.534,91282CFX4,99.824219,2000000,4000000,99.839844,2000000,4000000
2022-Dec-18 08:24:33.587,91282CFX4,99.824219,1000000,2000000,99.832031,1000000,2000000
2022-Dec-18 08:24:33.641,91282CFX4,99.816406,2000000,4000000,99.832031,2000000,4000000
2022-Dec-18 08:24:33.693,91282CFX4,99.816406,1000000,2000000,99.824219,1000000,2000000
2022-Dec-18 08:24:33.745,91282CFX4,99.808594,2000000,4000000,99.824219,2000000,4000000
2022-Dec-18 08:24:33.798,91282CFX4,99.808594,1000000,2000000,99.816406,1000000,2000000
2022-Dec-18 08:24:33.850,91282CFX4,99.800781,2000000,4000000,99.816406,2000000,4000000
2022-Dec-18 08:24:33.902,91282CFX4,99.800781,1000000,2000000,99.808594,1000000,2000000
2022-Dec-18 08:24:33.955,91282CFX4,99.792969,2000000,4000000,99.808594,2000000,4000000
2022-Dec-18 08:24:34.009,91282CFX4,99.792969,1000000,2000000,99.800781,1000000,2000000
2022-Dec-18 08:24:34.062,91282CFX4,99.785156,2000000,4000000,99.800781,2000000,4000000
2022-Dec-18 08:24:34.117,91282CFX4,99.785156,1000000,2000000,99.792969,1000000,2000000
2022-Dec-18 08:24:34.169,91282CFX4,99.777344,2000000,4000000,99.792969,2000000,4000000
2022-Dec-18 08:24:34.224,91282CFX4,99.777344,1000000,2000000,99.785156,1000000,2000000
2022-Dec-18 08:24:34.279,91282CFX4,99.769531,2000000,4000000,99.785156,2000000,4000000
2022-Dec-18 08:24:34.333,91282CFX4,99.769531,1000000,2000000,99.777344,1000000,2000000
2022-Dec-18 08:24:34.384,91282CFX4,99.761719,2000000,4000000,99.777344,2000000,4000000
2022-Dec-18 08:24:34.435,91282CFX4,99.761719,1000000,2000000,99.769531,1000000,2000000
2022-Dec-18 08:24:34.486,91282CFX4,99.753906,2000000,4000000,99.769531,2000000,4000000
2022-Dec-18 08:24:34.536,91282CFX4,99.753906,1000000,2000000,99.761719,1000000,2000000
2022-Dec-18 08:24:34.588,91282CFX4,99.746094,2000000,4000000,99.761719,2000000,4000000
2022-Dec-18 08:24:34.640,91282CFX4,99.746094,1000000,2000000,99.753906,1000000,2000000
